date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:25	2238/2238	---M--	200	added ('OK')	application/json	date:Mon,%2013%20Apr%202020%2000:46:25%20GMT	http://localhost/prueba01/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fprueba01%2F	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-json/oembed/1.0/embed29a3.json	(from http://localhost/prueba01/)
19:46:26	2327/2327	---M--	200	added ('OK')	text/xml	date:Mon,%2013%20Apr%202020%2000:46:25%20GMT	http://localhost/prueba01/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fprueba01%2F&format=xml	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-json/oembed/1.0/embed0567	(from http://localhost/prueba01/)
19:46:26	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%2259a-5a24871d37ca6%22	http://localhost/prueba01/wp-includes/js/wp-embed.min.js?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/wp-embed.min91d5.js	(from http://localhost/prueba01/)
19:46:26	5212/5212	---M--	200	added ('OK')	image/png	etag:%22145c-5a3191f43336c%22	http://localhost/prueba01/wp-content/uploads/2020/04/interbank.png	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/uploads/2020/04/interbank.png	(from http://localhost/prueba01/)
19:46:29	21486/21486	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202020%2000:46:26%20GMT	http://localhost/prueba01/nosotros/	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/nosotros/index.html	(from http://localhost/prueba01/)
19:46:29	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20Apr%202020%2000:46:29%20GMT	http://localhost/prueba01/wp-admin/	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/index.html	(from http://localhost/prueba01/)
19:46:31	25202/25202	---M--	200	added ('OK')	application/javascript	etag:%226272-5a2841db7df13%22	http://localhost/prueba01/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from http://localhost/prueba01/)
19:46:32	6595/6595	---M--	200	added ('OK')	application/javascript	etag:%2219c3-5a2841db7eaca%22	http://localhost/prueba01/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=2.9.1	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minbf47.js	(from http://localhost/prueba01/)
19:46:36	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5a24871e12bdb%22	http://localhost/prueba01/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/prueba01/)
19:46:37	6482/6482	---M--	200	added ('OK')	application/javascript	etag:%221952-5a24871e6fc9e%22	http://localhost/prueba01/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/prueba01/)
19:46:38	59779/59779	---M--	200	added ('OK')	application/javascript	etag:%22e983-5a248c24cb33b%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.9.7	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/js/frontend-modules.minc867.js	(from http://localhost/prueba01/)
19:46:38	83984/83984	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20Apr%202020%2000:46:25%20GMT	http://localhost/prueba01/wp-json/	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-json/index.html	(from http://localhost/prueba01/)
19:46:39	10695/10695	---M--	200	added ('OK')	application/javascript	etag:%2229c7-5a248c24d479f%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.6	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js	(from http://localhost/prueba01/)
19:46:40	2635/2635	---M--	200	added ('OK')	application/javascript	etag:%22a4b-5a248c24f7ef6%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=2.9.7	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/share-link/share-link.minc867.js	(from http://localhost/prueba01/)
19:46:40	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5a248c24fb92f%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/prueba01/)
19:46:48	100269/100269	---M--	200	added ('OK')	application/javascript	etag:%22187ad-5a2841db62db0%22	http://localhost/prueba01/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=2.9.1	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor-pro/assets/js/frontend.minbf47.js	(from http://localhost/prueba01/)
19:46:58	116071/116071	---M--	200	added ('OK')	application/javascript	etag:%221c567-5a248c24cc2da%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.9.7	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/js/frontend.minc867.js	(from http://localhost/prueba01/)
19:47:01	139191/139191	---M--	200	added ('OK')	application/javascript	etag:%2221fb7-5a248c24f99f3%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from http://localhost/prueba01/)
19:47:01	80132/80132	---M--	200	added ('OK')	font/woff2	etag:%2213904-5a248c24dc0ad%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.6.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.woff2	(from http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
19:47:02	264447/264447	---M--	200	added ('OK')	image/svg+xml	etag:%22408ff-5a248c24db10f%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.6.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.svg	(from http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
19:47:10	181432/181432	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c4b8-5a248c24da93f%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.6.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.eot	(from http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
19:47:10	1386/1386	---M--	200	added ('OK')	text/css	etag:%2256a-5a319275e873a%22	http://localhost/prueba01/wp-content/uploads/elementor/css/post-17.css?ver=1586703313	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/uploads/elementor/css/post-178ae0.css	(from http://localhost/prueba01/nosotros/)
19:47:11	750/750	---M--	200	added ('OK')	application/rss+xml	etag:%2284d870b073740184fd5a480d75f87f06%22	http://localhost/prueba01/nosotros/feed/	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/nosotros/feed/index.html	(from http://localhost/prueba01/nosotros/)
19:47:12	2264/2264	---M--	200	added ('OK')	application/json	date:Mon,%2013%20Apr%202020%2000:47:11%20GMT	http://localhost/prueba01/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fprueba01%2Fnosotros%2F	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-json/oembed/1.0/embed3ce0.json	(from http://localhost/prueba01/nosotros/)
19:47:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Apr%202020%2000:47:12%20GMT	http://localhost/prueba01/?p=17	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/indexd8eb.html	(from http://localhost/prueba01/nosotros/)
19:47:13	2351/2351	---M--	200	added ('OK')	text/xml	date:Mon,%2013%20Apr%202020%2000:47:12%20GMT	http://localhost/prueba01/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fprueba01%2Fnosotros%2F&format=xml	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-json/oembed/1.0/embeda7bb	(from http://localhost/prueba01/nosotros/)
19:47:14	5117/5117	---M--	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202020%2000:47:13%20GMT	http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-login3356.html	(from http://localhost/prueba01/wp-admin/)
19:47:14	97116/97116	---M--	200	added ('OK')	font/woff	etag:%2217b5c-5a248c24dbcc5%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.6.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.woff	(from http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
19:47:16	96983/96983	---M--	200	added ('OK')	image/jpeg	etag:%2217ad7-5a2fd380ffc24%22	http://localhost/prueba01/wp-content/uploads/2020/04/home_technics_slider_bg.jpg	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/uploads/2020/04/home_technics_slider_bg.jpg	(from http://localhost/prueba01/wp-content/uploads/elementor/css/post-2.css?ver=1586592263)
19:47:19	181272/181272	---M--	200	added ('OK')	font/ttf	etag:%222c418-5a248c24db4f6%22	http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.6.2	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.ttf	(from http://localhost/prueba01/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
19:47:20	47558/47558	---M--	200	added ('OK')	text/css	etag:%22b9c6-5a2487221a707%22	http://localhost/prueba01/wp-includes/css/dashicons.min.css?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/css/dashicons.min91d5.css	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:21	5867/5867	---M--	200	added ('OK')	text/css	etag:%2216eb-5a248722e1056%22	http://localhost/prueba01/wp-includes/css/buttons.min.css?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/css/buttons.min91d5.css	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:21	24453/24453	---M--	200	added ('OK')	text/css	etag:%225f85-5a24871229d4a%22	http://localhost/prueba01/wp-admin/css/forms.min.css?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/css/forms.min91d5.css	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:21	2477/2477	---M--	200	added ('OK')	text/css	etag:%229ad-5a2487130a749%22	http://localhost/prueba01/wp-admin/css/l10n.min.css?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/css/l10n.min91d5.css	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:21	5312/5312	---M--	200	added ('OK')	text/css	etag:%2214c0-5a248712b2ea8%22	http://localhost/prueba01/wp-admin/css/login.min.css?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/css/login.min91d5.css	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:22	2780/2780	---M--	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202020%2000:47:21%20GMT	http://localhost/prueba01/wp-login.php?action=lostpassword	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-loginc2b6.html	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:22	353/353	---M--	200	added ('OK')	application/javascript	etag:%22161-5a24871c1232d%22	http://localhost/prueba01/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/zxcvbn-async.min5152.js	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:22	766/766	---M--	200	added ('OK')	application/javascript	etag:%222fe-5a2487114c278%22	http://localhost/prueba01/wp-admin/js/password-strength-meter.min.js?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/js/password-strength-meter.min91d5.js	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:23	1079/1079	---M--	200	added ('OK')	application/javascript	etag:%22437-5a24871d499b5%22	http://localhost/prueba01/wp-includes/js/wp-util.min.js?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/wp-util.min91d5.js	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:23	16154/16154	---M--	200	added ('OK')	application/javascript	etag:%223f1a-5a24871d3e9fd%22	http://localhost/prueba01/wp-includes/js/underscore.min.js?ver=1.8.3	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/js/underscore.min4511.js	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:23	5583/5583	---M--	200	added ('OK')	application/javascript	etag:%2215cf-5a24871101607%22	http://localhost/prueba01/wp-admin/js/user-profile.min.js?ver=5.4	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/js/user-profile.min91d5.js	(from http://localhost/prueba01/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fprueba01%2Fwp-admin%2F%26reauth=1)
19:47:24	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5a248713eee88%22	http://localhost/prueba01/wp-admin/images/loading.gif	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/images/loading.gif	(from http://localhost/prueba01/wp-admin/css/forms.min.css?ver=5.4)
19:47:24	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5a2487144e93e%22	http://localhost/prueba01/wp-admin/images/w-logo-blue.png?ver=20131202	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/images/w-logo-blue7a53.png	(from http://localhost/prueba01/wp-admin/css/login.min.css?ver=5.4)
19:47:24	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-5a248713c27c6%22	http://localhost/prueba01/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-admin/images/wordpress-logo7d6b.svg	(from http://localhost/prueba01/wp-admin/css/login.min.css?ver=5.4)
19:47:25	5104/5104	---M--	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202020%2000:47:25%20GMT	http://localhost/prueba01/wp-login.php	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-login.html	(from http://localhost/prueba01/wp-login.php?action=lostpassword)
19:47:26	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22af44-5a24871bf20e9%22	http://localhost/prueba01/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/fonts/dashicons2ce6.eot	(from http://localhost/prueba01/wp-includes/css/dashicons.min.css?ver=5.4)
19:47:27	44696/44696	---M--	200	added ('OK')	font/ttf	etag:%22ae98-5a24871bef5db%22	http://localhost/prueba01/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	C:/Users/LUIS/Documents/web%20HTRACK/WORDPRESS/localhost/prueba01/wp-includes/fonts/dashicons2ce6.ttf	(from http://localhost/prueba01/wp-includes/css/dashicons.min.css?ver=5.4)
